date,player1,Rank 1,胜/负,player2,Rank 2
2024/7/3,秦野陆,113,负,蔡承翰,
2024/3/29,秦野陆,88,负,伊赫桑·伦贝伊,115
2024/3/28,秦野陆,88,胜,黎德发,79
2024/3/27,秦野陆,88,胜,Prahdiska Bagas SHUJIWO,
2024/3/26,秦野陆,88,胜,Alvi Wijaya CHAIRULLAH,118
2024/3/22,秦野陆,101,负,王正行,
2024/3/21,秦野陆,101,胜,盛晓东,112
2024/3/20,秦野陆,101,胜,谷冈大后,
2024/3/12,秦野陆,104,负,许家维,156
2023/11/14,秦野陆,79,负,戚又仁,47
2023/11/14,秦野陆,79,胜,村本龙马,137
2023/11/9,秦野陆,87,负,雷兰曦,57
2023/11/8,秦野陆,87,胜,艾德·雷斯基·雷查约,62
2023/10/27,秦野陆,94,负,苏力扬,34
2023/10/26,秦野陆,94,胜,村本龙马,165
2023/10/25,秦野陆,94,胜,黄郁岂,50
2023/10/24,秦野陆,94,胜,穆罕默德·礼萨·法杰里,
2023/10/20,秦野陆,85,负,CHOI Pyeong Gang,
2023/10/19,秦野陆,85,胜,李伦圭,122
2023/10/18,秦野陆,85,胜,Iqbal Diaz SYAHPUTRA,179
2023/10/17,秦野陆,85,胜,Mohamad Hafiz MOHAMED SIKKANDER,
2023/9/27,秦野陆,79,负,王柏崴,86
2023/9/14,秦野陆,81,负,黄郁岂,73
2023/9/13,秦野陆,81,胜,郭景宏,162
2023/9/6,秦野陆,78,负,Yohanes Saut MARCELLYNO,
2023/7/12,秦野陆,69,负,马格努斯·约翰内森,33
2023/6/14,秦野陆,63,负,李东根,
2023/6/13,秦野陆,63,胜,蔡承翰,
2023/6/10,秦野陆,65,负,全奕陈,52
2023/6/9,秦野陆,65,胜,戚又仁,50
2023/6/8,秦野陆,65,胜,林祐贤,190
2023/6/7,秦野陆,65,胜,Shashwat DALAL,
2023/6/6,秦野陆,65,胜,雷骐辅,
2023/3/31,秦野陆,61,负,阿尔维·法汉,113
2023/3/30,秦野陆,61,胜,廖倬甫,117
2023/3/22,秦野陆,60,负,刘韦奇,187
2023/3/11,秦野陆,65,负,戚又仁,63
2023/3/10,秦野陆,65,胜,苏力扬,77
2023/3/10,秦野陆,65,胜,五十岚优,
2023/3/9,秦野陆,65,胜,Bodhi Ratana Teja GOTAMA,
2023/3/8,秦野陆,65,胜,吴英伦,
2023/2/1,秦野陆,63,负,李卓耀,21
2023/1/31,秦野陆,63,胜,朱利安·卡拉基,88
2024/11/27,卡勒·科利约宁,54,负,黎德发,60
2024/11/15,卡勒·科利约宁,55,负,阮日,42
2024/11/15,卡勒·科利约宁,55,胜,Daniil DUBOVENKO,82
2024/11/14,卡勒·科利约宁,55,胜,Aria DINATA,139
2024/11/14,卡勒·科利约宁,55,胜,Sacha LEVEQUE,163
2024/11/1,卡勒·科利约宁,55,负,阿尤什·谢蒂,51
2024/10/31,卡勒·科利约宁,55,胜,德米特里·帕纳林,85
2024/10/30,卡勒·科利约宁,55,胜,Victor ØRding KAUFFMANN,105
2024/10/26,卡勒·科利约宁,58,负,陈家杰,128
2024/10/25,卡勒·科利约宁,58,胜,Joran KWEEKEL,106
2024/10/24,卡勒·科利约宁,58,胜,Markus BARTH,136
2024/10/13,卡勒·科利约宁,66,胜,Aryamann TANDON,175
2024/10/12,卡勒·科利约宁,66,胜,黄涵瑞,103
2024/10/12,卡勒·科利约宁,66,胜,Siddhanth GUPTA,172
2024/10/11,卡勒·科利约宁,66,胜,卡蒂基·古山·库马尔,129
2024/10/11,卡勒·科利约宁,66,胜,Markus BARTH,138
2024/7/31,卡勒·科利约宁,60,负,昆拉武特·威提讪,8
2024/7/29,卡勒·科利约宁,60,胜,乔治·朱利安·保罗,109
2024/7/3,卡勒·科利约宁,61,负,阮日,47
2024/6/12,卡勒·科利约宁,56,负,骆建佑,12
2024/5/3,卡勒·科利约宁,57,负,萨凡卡尔·戴伊,135
2024/4/11,卡勒·科利约宁,58,负,安赛龙,1
2024/4/10,卡勒·科利约宁,58,胜,Aria DINATA,165
2024/4/8,卡勒·科利约宁,58,胜,Gustav BJORKLER,194
2024/3/27,卡勒·科利约宁,59,负,田中湧士,50
2024/3/23,卡勒·科利约宁,56,负,卡伊·舍费尔,83
2024/3/22,卡勒·科利约宁,56,胜,Aria DINATA,171
2024/3/14,卡勒·科利约宁,55,负,亚历克斯·拉尼耶,45
2024/3/13,卡勒·科利约宁,55,胜,凯文·科登,41
2024/2/29,卡勒·科利约宁,57,负,苏力扬,31
2024/2/28,卡勒·科利约宁,57,胜,艾德·雷斯基·雷查约,63
2024/2/11,卡勒·科利约宁,57,负,萨米尔·维尔马,75
2024/2/10,卡勒·科利约宁,57,胜,Daniil DUBOVENKO,100
2024/2/10,卡勒·科利约宁,57,胜,Ansh VISHAL GUPTA,
2024/2/9,卡勒·科利约宁,57,胜,柯林斯·瓦伦丁·菲利蒙,86
2023/12/10,卡勒·科利约宁,57,胜,卡伊·舍费尔,70
2023/12/9,卡勒·科利约宁,57,胜,Karl KERT,
2023/11/9,卡勒·科利约宁,55,负,梁峻豪,38
2023/11/8,卡勒·科利约宁,55,胜,孙完虎,
2023/11/2,卡勒·科利约宁,55,负,小托马·波波夫,24
2023/11/1,卡勒·科利约宁,55,胜,艾德·雷斯基·雷查约,61
2023/10/20,卡勒·科利约宁,55,负,黎德发,84
2023/10/19,卡勒·科利约宁,55,胜,叶炳宏,
2023/10/11,卡勒·科利约宁,56,负,奇科·瓦多约,22
2023/10/6,卡勒·科利约宁,55,负,Joran KWEEKEL,90
2023/9/13,卡勒·科利约宁,57,负,拉斯穆斯·杰姆克,24
2023/9/12,卡勒·科利约宁,57,胜,詹俊为,50
2023/9/12,卡勒·科利约宁,57,胜,桑卡尔·苏布拉玛尼安,71
2023/8/21,卡勒·科利约宁,57,负,普兰诺伊·H·S,9
2023/7/12,卡勒·科利约宁,55,负,拉克什亚·森,12
2023/6/30,卡勒·科利约宁,68,负,安赛龙,1
2023/6/29,卡勒·科利约宁,68,胜,艾德·雷斯基·雷查约,76
2023/6/28,卡勒·科利约宁,68,负,安德斯·安东森,15
2023/6/27,卡勒·科利约宁,68,胜,Emre LALE,
2023/6/26,卡勒·科利约宁,68,胜,Felix BURESTEDT,77
2023/6/17,卡勒·科利约宁,72,负,柯林斯·瓦伦丁·菲利蒙,143
2023/6/17,卡勒·科利约宁,72,胜,林忠庆,164
2023/6/16,卡勒·科利约宁,72,胜,马格努斯·约翰内森,38
2023/6/6,卡勒·科利约宁,71,负,M ATEF Haikal Taufik,
2023/5/20,卡勒·科利约宁,80,负,苏力扬,61
2023/5/19,卡勒·科利约宁,80,胜,柯林斯·瓦伦丁·菲利蒙,143
2023/5/19,卡勒·科利约宁,80,胜,塞·帕拉内斯·巴米迪帕提,51
2023/5/18,卡勒·科利约宁,80,胜,阿诺·梅克尔,70
2023/5/14,卡勒·科利约宁,91,负,维克多·斯文森,66
2023/5/14,卡勒·科利约宁,91,胜,黄钰,
2023/5/13,卡勒·科利约宁,91,胜,奇拉格·森,112
2023/5/13,卡勒·科利约宁,91,胜,卢卡斯·克拉尔布特,115
2023/5/12,卡勒·科利约宁,91,胜,Yohanes Saut MARCELLYNO,173
2023/4/4,卡勒·科利约宁,74,负,卢卡斯·克拉尔布特,87
2023/3/28,卡勒·科利约宁,74,负,Jonathan MATIAS,72
2023/3/26,卡勒·科利约宁,77,负,亚历克斯·拉尼耶,68
2023/3/25,卡勒·科利约宁,77,胜,朱利安·卡拉基,87
2023/3/24,卡勒·科利约宁,77,胜,法比安·罗斯,102
2023/3/24,卡勒·科利约宁,77,胜,郑加恒,71
2023/3/23,卡勒·科利约宁,77,胜,Harshit AGGARWAL,121
2023/3/7,卡勒·科利约宁,72,负,扬·劳达,56
2023/1/14,卡勒·科利约宁,61,负,贺首维,169
2023/1/14,卡勒·科利约宁,61,胜,萧圣杰,121
2023/1/13,卡勒·科利约宁,61,胜,Kiran Kumar MEKALA,148
2024/11/29,阿尤什·谢蒂,47,负,小川翔悟,68
2024/11/28,阿尤什·谢蒂,47,胜,贺首维,
2024/11/27,阿尤什·谢蒂,47,胜,Raghu MARISWAMY,
2024/11/2,阿尤什·谢蒂,51,负,克里斯托·波波夫,28
2024/11/1,阿尤什·谢蒂,51,胜,卡勒·科利约宁,55
2024/10/31,阿尤什·谢蒂,51,胜,乔瓦尼·托蒂,80
2024/10/30,阿尤什·谢蒂,51,胜,乔金·奥尔多夫,54
2024/10/27,阿尤什·谢蒂,55,负,马德斯·克里斯托弗森,56
2024/10/26,阿尤什·谢蒂,55,胜,陈家杰,128
2024/10/26,阿尤什·谢蒂,55,胜,Daniil DUBOVENKO,102
2024/10/25,阿尤什·谢蒂,55,胜,Matthias KICKLITZ,96
2024/10/24,阿尤什·谢蒂,55,胜,Dennis KOPPEN,
2024/9/26,阿尤什·谢蒂,57,负,斯里坎特·基达姆比,38
2024/9/25,阿尤什·谢蒂,57,胜,Alap MISHRA,115
2024/8/10,阿尤什·谢蒂,63,负,胡哲安,
2024/8/9,阿尤什·谢蒂,63,胜,Saneeth DAYANAND SHIMOGA,
2024/8/8,阿尤什·谢蒂,63,胜,BHARGAV SOMASUNDARA,
2024/8/7,阿尤什·谢蒂,63,胜,张凯振,
2024/7/3,阿尤什·谢蒂,64,负,渡边航贵,18
2024/6/26,阿尤什·谢蒂,64,负,郑加恒,
2024/5/21,阿尤什·谢蒂,64,负,  Panitchaphon TEERARATSAKUL,79
2024/5/21,阿尤什·谢蒂,64,胜,卡蒂基·古山·库马尔,
2024/5/14,阿尤什·谢蒂,64,负,吴英伦,96
2024/5/14,阿尤什·谢蒂,64,胜,Puritat ARREE,
2024/3/30,阿尤什·谢蒂,67,负,伊赫桑·伦贝伊,115
2024/3/29,阿尤什·谢蒂,67,胜,丁彦宸,
2024/3/28,阿尤什·谢蒂,67,胜,Krishna Adi NUGRAHA,141
2024/3/27,阿尤什·谢蒂,67,胜,贺首维,
2024/3/26,阿尤什·谢蒂,67,胜,盛晓东,
2024/3/22,阿尤什·谢蒂,76,负,董天尧,
2024/3/21,阿尤什·谢蒂,76,胜,黄钰,145
2024/3/20,阿尤什·谢蒂,76,胜,森口航士朗,
2024/3/13,阿尤什·谢蒂,80,负,  Panitchaphon TEERARATSAKUL,153
2024/3/12,阿尤什·谢蒂,80,胜,丁彦宸,
2024/2/11,阿尤什·谢蒂,92,负,全奕陈,55
2024/2/10,阿尤什·谢蒂,92,胜,艾德·雷斯基·雷查约,
2024/2/10,阿尤什·谢蒂,92,胜,Luís Enrique PEÑALVER,81
2024/2/9,阿尤什·谢蒂,92,胜,Dhruv BANSAL,
2024/2/3,阿尤什·谢蒂,108,负,Sathish Kumar KARUNAKARAN,49
2024/2/2,阿尤什·谢蒂,108,胜,黎德发,83
2024/2/1,阿尤什·谢蒂,108,胜,艾德·雷斯基·雷查约,62
2024/2/1,阿尤什·谢蒂,108,胜,Iliyan STOYNOV,
2024/1/31,阿尤什·谢蒂,108,胜,Mehran SHAHBAZI,
2023/12/17,阿尤什·谢蒂,161,负,Sathish Kumar KARUNAKARAN,61
2023/12/16,阿尤什·谢蒂,161,胜,阿尔维·法汉,
2023/12/15,阿尤什·谢蒂,161,胜,萨凡卡尔·戴伊,189
2023/12/14,阿尤什·谢蒂,161,胜,Sulistio TEGAR,
2023/12/13,阿尤什·谢蒂,161,胜,穆罕默德·礼萨·法杰里,
2023/12/12,阿尤什·谢蒂,161,胜,Tharun MANNEPALLI,
2023/12/7,阿尤什·谢蒂,186,负,Yohanes Saut MARCELLYNO,
2023/12/6,阿尤什·谢蒂,186,胜,Jason Christ ALEXANDER,
2023/12/6,阿尤什·谢蒂,186,胜,Arunesh HARI,197
2023/12/5,阿尤什·谢蒂,186,胜,赛达斯·普拉塔普·辛格,
2023/12/5,阿尤什·谢蒂,186,胜,Kiran Kumar MEKALA,
2023/11/22,阿尤什·谢蒂,188,负,Dumindu ABEYWICKRAMA,
2023/11/21,阿尤什·谢蒂,188,胜,Adnan EBRAHIM,
2023/11/19,阿尤什·谢蒂,,负,王正行,
2023/11/18,阿尤什·谢蒂,,胜,刘亮,197
2023/11/17,阿尤什·谢蒂,,胜,Orijit CHALIHA,
2023/11/16,阿尤什·谢蒂,,胜,奇拉格·森,108
2023/11/15,阿尤什·谢蒂,,胜,Gagan BALYAN,
2023/11/3,阿尤什·谢蒂,,负,Sathish Kumar KARUNAKARAN,71
2023/11/3,阿尤什·谢蒂,,胜,Rounak CHOUHAN,
2023/11/2,阿尤什·谢蒂,,胜,Abhinav THAKUR,
2023/11/1,阿尤什·谢蒂,,胜,B.R.桑吉尔斯,143
2023/10/27,阿尤什·谢蒂,,负,奇拉格·森,142
2023/10/27,阿尤什·谢蒂,,胜,Meiraba Luwang MAISNAM,121
2023/10/26,阿尤什·谢蒂,,胜,萨兰·贾姆斯里,
2023/10/25,阿尤什·谢蒂,,胜,Bodhit JOSHI,
2023/10/7,阿尤什·谢蒂,,负,阿尔维·法汉,
2023/10/6,阿尤什·谢蒂,,胜,冲本优大,
2023/10/5,阿尤什·谢蒂,,胜,Jamal PANDI,
2023/10/4,阿尤什·谢蒂,,胜,穆罕默德·礼萨·法杰里,
2023/10/3,阿尤什·谢蒂,,胜,尤阳,
2023/10/2,阿尤什·谢蒂,,胜,Simone PICCININ,
2023/9/28,阿尤什·谢蒂,,负,尤阳,
2023/9/27,阿尤什·谢蒂,,胜,Luis PONGRATZ,
2023/9/25,阿尤什·谢蒂,,胜,Daniel AKAVI,
2023/8/19,阿尤什·谢蒂,,负,Krishna Adi NUGRAHA,171
2023/8/18,阿尤什·谢蒂,,胜,CHIA Jeng Hon,
2023/8/18,阿尤什·谢蒂,,胜,Abhishek YELIGAR,157
2023/8/17,阿尤什·谢蒂,,胜,Shahyar SHAQEEM,
2023/8/16,阿尤什·谢蒂,,胜,Henrikho KHO WIBOWO,
2023/8/15,阿尤什·谢蒂,,胜,Muhammad Rafi Zafran FERARY,
2023/7/13,阿尤什·谢蒂,,负,中川友那,
2023/7/13,阿尤什·谢蒂,,胜,穆罕默德·礼萨·法杰里,
2023/7/10,阿尤什·谢蒂,,负,阿尔维·法汉,
2023/7/8,阿尤什·谢蒂,,胜,林家滔,
2023/7/7,阿尤什·谢蒂,,胜,S.S.M Sifat ULLAH,
2023/6/2,阿尤什·谢蒂,,负,Abhishek SAINI,
2023/6/1,阿尤什·谢蒂,,胜,Jewel Angelo ALBO,
2023/6/1,阿尤什·谢蒂,,胜,Arun Kumar ASHOK KUMAR,
2023/5/31,阿尤什·谢蒂,,胜,Ibray BAYKEN,
2023/3/11,阿尤什·谢蒂,,负,冲本优大,
2023/3/11,阿尤什·谢蒂,,胜,骆竑铨,
2023/3/10,阿尤什·谢蒂,,胜,LEE Jan Jireh,
2023/3/9,阿尤什·谢蒂,,胜,Muhammad FAIQ,
2023/3/9,阿尤什·谢蒂,,胜,Michael JI,
2023/3/8,阿尤什·谢蒂,,胜,Patrik HRAZDÍRA,
2023/3/1,阿尤什·谢蒂,,负,MOON Jong Woo,
2024/11/28,贺首维,49,负,阿尤什·谢蒂,47
2024/11/27,贺首维,49,胜,米通·曼朱纳特,74
2024/11/13,贺首维,50,负,李梓嘉,7
2024/11/12,贺首维,50,胜,赵建晔,147
2024/11/12,贺首维,50,胜,全奕陈,37
2024/11/6,贺首维,49,负,坎塔蓬·旺差伦,39
2024/10/18,贺首维,50,负,戚又仁,33
2024/10/17,贺首维,50,胜,谢萨·希伦·雷斯塔维托,82
2024/10/16,贺首维,50,胜,Abhishek YELIGAR,155
2024/9/26,贺首维,52,负,阿尔维·法汉,47
2024/9/25,贺首维,52,胜,王柏崴,86
2024/9/11,贺首维,57,负,拉斯穆斯·杰姆克,26
2024/9/6,贺首维,68,负,周天成,9
2024/9/5,贺首维,68,胜,Yohanes Saut MARCELLYNO,70
2024/9/4,贺首维,68,胜,阿诺·梅克尔,49
2024/8/8,贺首维,75,负,Saneeth DAYANAND SHIMOGA,
2024/8/7,贺首维,75,胜,陈延泽,128
2024/7/13,贺首维,92,胜,村本龙马,143
2024/7/12,贺首维,92,胜,黄品衔,190
2024/7/12,贺首维,92,胜,金秉在,
2024/7/11,贺首维,92,胜,许家维,146
2024/7/10,贺首维,92,胜,藤原圭祐,
2024/7/7,贺首维,115,负,郑楷,
2024/7/6,贺首维,115,胜,蔡承翰,
2024/7/5,贺首维,115,胜,藤原圭祐,
2024/7/4,贺首维,115,胜,黄品衔,
2024/7/3,贺首维,115,胜,陈翝栎,
2024/6/21,贺首维,143,负,李佳豪,31
2024/6/20,贺首维,143,胜,戚又仁,38
2024/6/19,贺首维,143,胜,黄钰,146
2024/5/24,贺首维,145,负,苏伟诚,
2024/5/23,贺首维,145,胜,Bodhi Ratana Teja GOTAMA,
2024/5/23,贺首维,145,胜,Tauri KILK,
2024/5/19,贺首维,179,胜,Prahdiska Bagas SHUJIWO,
2024/5/19,贺首维,179,胜,Tharun MANNEPALLI,138
2024/5/18,贺首维,179,胜,尤阳,
2024/5/18,贺首维,179,胜,穆罕默德·礼萨·法杰里,
2024/5/17,贺首维,179,胜,Bharat RAGHAV,132
2024/5/17,贺首维,179,胜,Dumindu ABEYWICKRAMA,171
2024/4/30,贺首维,,负,拉斯穆斯·杰姆克,26
2024/4/28,贺首维,,胜,Mohamed Abderrahime BELARBI,
2024/4/27,贺首维,,胜,陈延泽,91
2024/3/27,贺首维,,负,阿尤什·谢蒂,67
2024/3/26,贺首维,,胜,Rushendra THIRUPATHI,
2023/12/9,贺首维,86,负,Alvi Wijaya CHAIRULLAH,
2023/12/8,贺首维,86,胜,阿尔维·法汉,
2023/12/7,贺首维,86,胜,米通·曼朱纳特,59
2023/12/6,贺首维,86,胜,Varun KAPUR,
2023/12/5,贺首维,86,胜,Rithvik Sanjeevi SATISH KUMAR,132
2023/11/30,贺首维,97,负,阿尔维·法汉,99
2023/11/29,贺首维,97,胜,梁峻豪,38
2023/3/31,贺首维,59,负,阿尔维·法汉,113
2023/3/31,贺首维,59,胜,大林拓真,73
2023/3/30,贺首维,59,胜,  Panitchaphon TEERARATSAKUL,160
2023/3/24,贺首维,70,负,陈延泽,80
2023/3/24,贺首维,70,胜,林冠廷,135
2023/3/23,贺首维,70,胜,林祐贤,
2023/3/22,贺首维,70,胜,赵建晔,188
2023/3/18,贺首维,85,负,孙飞翔,109
2023/3/17,贺首维,85,胜,苏力扬,74
2023/3/17,贺首维,85,胜,吴英伦,
2023/3/16,贺首维,85,胜,Ricky CHENG,
2023/2/26,贺首维,111,胜,Kanishq M,
